"wand_identifier","session_id","activity_session_id","activity_id","seconds"
MW-23SF-R7PP-CL5Q,"37","3",ALZ_Story_Activity,62
MW-23SF-R7PP-CL5Q,"37","5",ALZ_Story_Activity,31
MW-23SF-8Q89-CZRX,"125","5",ALZ_Story_Activity,78
MW-23SF-JPWR-AZ9Q,"57","3",ALZ_Story_Activity,27
MW-23SF-Z566-A7P8,"29","3",ALZ_Story_Activity,18
MW-23SF-9N82-AX7Y,"40","3",ALZ_Story_Activity,267
MW-23SF-Z566-A7P8,"30","3",ALZ_Story_Activity,176
MW-23SF-Z566-A7P8,"30","4",ALZ_P3031,4
MW-23SF-9N82-AX7Y,"40","4",ALZ_P3031,15
MW-23SF-R7PJ-AJMQ,"19","5",ALZ_Story_Activity,192
MW-23SF-R7PJ-AJMQ,"19","6",ALZ_P3031,13
MW-23SF-R7PJ-AJMQ,"19","7",ALZ_Story_Activity,61
MW-23SF-R7PJ-AJMQ,"19","8",ALZ_P1415,86
MW-23SF-R7PJ-AJMQ,"19","9",ALZ_Story_Activity,159
MW-23SF-R7PJ-AJMQ,"19","10",ALZ_P2627,48
MW-23SF-R7PJ-AJMQ,"19","11",ALZ_Story_Activity,85
MW-23SF-R7PJ-AJMQ,"19","12",ALZ_P3031,5
MW-23SF-WY3P-F53Z,"23","3",ALZ_Story_Activity,12
MW-23SF-WY3P-F53Z,"23","4",ALZ_P1415,93
MW-23SF-WY3P-F53Z,"23","5",ALZ_Story_Activity,0
MW-23SF-3879-UQGY,"18","3",ALZ_Story_Activity,80
MW-23SF-3879-UQGY,"18","4",ALZ_P0203,90
MW-23SF-3879-UQGY,"18","5",ALZ_Story_Activity,255
MW-23SF-3879-UQGY,"18","6",ALZ_P3031,15
MW-23SF-3879-UQGY,"18","7",ALZ_Story_Activity,125
MW-23SF-3879-UQGY,"18","8",ALZ_P3031,200
MW-23SF-3879-UQGY,"18","9",ALZ_Story_Activity,16
MW-23SF-9N88-CR7V,"26","3",ALZ_Story_Activity,34
MW-23SF-9N88-CR7V,"26","4",ALZ_P0001,104
MW-23SF-9N88-CR7V,"26","6",ALZ_P0405,76
MW-23SF-9N88-CR7V,"26","8",ALZ_P1011,66
MW-23SF-9N88-CR7V,"26","10",ALZ_P1415,25
MW-23SF-K6V9-AWQQ,"34","5",ALZ_Story_Activity,428
MW-23SF-K6V9-AWQQ,"35","3",ALZ_Story_Activity,128
MW-23SF-K6V9-AWQQ,"35","4",ALZ_P2829,229
MW-23SF-K6V9-AWQQ,"35","6",ALZ_P1617,165
MW-23SF-K6V9-AWQQ,"35","8",ALZ_P2627,144
MW-23SF-K6V9-AWQQ,"35","10",ALZ_P2627,9
MW-23SF-K6V9-AWQQ,"35","12",ALZ_P2829,2
MW-23SF-K6V9-AWQQ,"35","14",ALZ_P0001,4
MW-23SF-K6V9-AWQQ,"35","16",ALZ_P0001,5
MW-23SF-K6V9-AWQQ,"35","18",ALZ_P1415,137
MW-23SF-K6V9-AWQQ,"35","20",ALZ_P0607,2
MW-23SF-K6V9-AWQQ,"35","22",ALZ_P2223,364
MW-23SF-K6V9-AWQQ,"35","24",ALZ_P2425,169
MW-23SF-K6V9-AWQQ,"37","3",ALZ_Story_Activity,112
MW-23SF-K6V9-AWQQ,"37","4",ALZ_P0203,75
MW-23SF-K6V9-AWQQ,"42","3",ALZ_Story_Activity,188
MW-23SF-K6V9-AWQQ,"42","4",ALZ_P2627,52
MW-23SF-K6V9-AWQQ,"42","5",ALZ_Story_Activity,41
MW-23SF-K6V9-AWQQ,"42","6",ALZ_P2425,122
MW-23SF-K6V9-AWQQ,"42","7",ALZ_Story_Activity,16
MW-23SF-K6V9-AWQQ,"42","8",ALZ_P2021,150
MW-23SF-K6V9-AWQQ,"42","9",ALZ_Story_Activity,45
MW-23SF-K6V9-AWQQ,"42","10",ALZ_P0001,2
MW-23SF-K6V9-AWQQ,"42","11",ALZ_Story_Activity,41
MW-23SF-K6V9-AWQQ,"42","12",ALZ_P2829,116
MW-23SF-K6V9-AWQQ,"42","13",ALZ_Story_Activity,0
MW-23SF-GGVQ-HNQR,"35","3",ALZ_Story_Activity,82
MW-23SF-GGVQ-HNQR,"35","4",ALZ_P2425,43
MW-23SF-GGVQ-HNQR,"35","5",ALZ_Story_Activity,0
MW-23SF-GGVQ-HNQR,"36","3",ALZ_Story_Activity,65
MW-23SF-GGVQ-HNQR,"36","4",ALZ_P0203,16
MW-23SF-GGVQ-HNQR,"36","5",ALZ_Story_Activity,253
MW-23SF-GGVQ-HNQR,"36","6",ALZ_P1415,48
MW-23SF-GGVQ-HNQR,"36","7",ALZ_Story_Activity,84
MW-23SF-Y31R-F792,"54","3",ALZ_Story_Activity,63
MW-23SF-Y31R-F792,"54","4",ALZ_P2425,68
MW-23SF-Y31R-F792,"54","5",ALZ_Story_Activity,10
MW-23SF-Y31R-F792,"54","6",ALZ_P1819,4
MW-23SF-Y31R-F792,"54","7",ALZ_Story_Activity,105
MW-23SF-Y31R-F792,"54","8",ALZ_P3031,68
MW-23SF-Y31R-F792,"54","9",ALZ_Story_Activity,8
MW-23SF-Y31R-F792,"54","10",ALZ_P2425,19
MW-23SF-Y31R-F792,"54","11",ALZ_Story_Activity,6
MW-23SF-Y31R-F792,"54","13",ALZ_Story_Activity,25
MW-23SF-Y31R-F792,"54","14",ALZ_P2021,8
MW-23SF-Y31R-F792,"54","15",ALZ_Story_Activity,3
MW-23SF-Y31R-F792,"55","3",ALZ_Story_Activity,436
MW-23SF-Y31R-F792,"55","4",ALZ_P2425,15
MW-23SF-Y31R-F792,"55","6",ALZ_P3031,118
MW-23SF-5874-URM9,"22","7",ALZ_Story_Activity,40
MW-23SF-5874-URM9,"22","9",ALZ_Story_Activity,479
MW-23SF-5874-URM9,"22","10",ALZ_P3031,224
MW-23SF-5874-URM9,"22","11",ALZ_Story_Activity,43
MW-23SF-5874-URM9,"22","12",ALZ_P2627,35
MW-23SF-5874-URM9,"22","13",ALZ_Story_Activity,71
MW-23SF-5874-URM9,"22","14",ALZ_P3031,36
MW-23SF-Y31R-F751,"28","3",ALZ_Story_Activity,41
MW-23SF-Y31R-F751,"28","4",ALZ_P0001,64
MW-23SF-Y31R-F751,"28","5",ALZ_Story_Activity,496
MW-23SF-Y31R-F751,"28","6",ALZ_P3031,192
MW-23SF-Y31R-F751,"28","7",ALZ_Story_Activity,0
MW-23SF-3879-UQVZ,"22","3",ALZ_Story_Activity,115
MW-23SF-3879-UQVZ,"22","5",ALZ_Story_Activity,134
MW-23SF-3879-UQVZ,"22","6",ALZ_P3031,17
MW-23SF-3879-UQVZ,"22","7",ALZ_Story_Activity,316
MW-23SF-3879-UQVZ,"22","8",ALZ_P2021,8
MW-23SF-3879-UQVZ,"22","9",ALZ_Story_Activity,167
MW-23SF-3879-UQVZ,"22","10",ALZ_P2627,3
MW-23SF-3879-UQVZ,"22","11",ALZ_Story_Activity,58
MW-23SF-Y31X-FG1L,"59","3",ALZ_Story_Activity,53
MW-23SF-3879-UQVZ,"22","12",ALZ_P3031,164
MW-23SF-Y31X-FG1L,"59","4",ALZ_P1011,25
MW-23SF-1GY8-CKKZ,"156","3",ALZ_Story_Activity,18
MW-23SF-Y31X-FG1L,"59","6",ALZ_P0001,55
MW-23SF-3879-UQVZ,"22","13",ALZ_Story_Activity,31
MW-23SF-3879-UQVZ,"22","14",ALZ_P1415,298
MW-23SF-Y31X-FG1L,"59","8",ALZ_P0405,79
MW-23SF-4LYV-FZ6L,"84","3",ALZ_Story_Activity,86
MW-23SF-4LYV-FZ6L,"84","4",ALZ_P3031,146
MW-23SF-3879-UQVZ,"22","15",ALZ_Story_Activity,17
MW-23SF-4LYV-FZ6L,"84","5",ALZ_Story_Activity,419
MW-23SF-3879-UQVZ,"22","16",ALZ_P3031,158
MW-23SF-3879-UQVZ,"22","17",ALZ_Story_Activity,14
MW-23SF-3879-UQVZ,"22","19",ALZ_Story_Activity,18
MW-23SF-3879-UQVZ,"22","20",ALZ_P1617,2
MW-23SF-3879-UQVZ,"22","21",ALZ_Story_Activity,8
MW-23SF-3879-UQVZ,"22","22",ALZ_P1617,17
MW-23SF-3879-UQVZ,"22","23",ALZ_Story_Activity,7
MW-23SF-Y31X-FG1L,"59","10",ALZ_P3031,3
MW-23SF-Y31X-FG1L,"59","12",ALZ_P3031,181
MW-23SF-3879-UQVZ,"22","25",ALZ_Story_Activity,4
MW-23SF-4LYV-FZ6L,"84","7",ALZ_Story_Activity,62
MW-23SF-3879-UQVZ,"22","27",ALZ_Story_Activity,48
MW-23SF-4LYV-FZ6L,"84","9",ALZ_Story_Activity,113
MW-23SF-3879-UQVZ,"22","28",ALZ_P0001,128
MW-23SF-4LYV-FZ6L,"84","10",ALZ_P3031,123
MW-23SF-3879-UQVZ,"22","29",ALZ_Story_Activity,71
MW-23SF-Y31X-FG1L,"59","14",ALZ_P3031,123
MW-23SF-3879-UQVZ,"22","30",ALZ_P0203,59
MW-23SF-4LYV-FZ6L,"84","11",ALZ_Story_Activity,11
MW-23SF-3879-UQVZ,"22","31",ALZ_Story_Activity,142
MW-23SF-Y31X-FG1L,"59","16",ALZ_P2425,107
MW-23SF-3879-UQVZ,"23","3",ALZ_Story_Activity,11
MW-23SF-3879-UQVZ,"23","4",ALZ_P0203,211
MW-23SF-7YW8-SG9K,"32","3",ALZ_Story_Activity,30
MW-23SF-7YW8-SG9K,"32","4",ALZ_P0001,42
MW-23SF-7YW8-SG9K,"32","5",ALZ_Story_Activity,34
MW-23SF-7YW8-SG9K,"32","6",ALZ_P0203,118
MW-23SF-3879-UQVZ,"23","5",ALZ_Story_Activity,31
MW-23SF-3879-UQVZ,"23","6",ALZ_P0405,86
MW-23SF-7YW8-SG9K,"32","7",ALZ_Story_Activity,35
MW-23SF-3879-UQVZ,"23","7",ALZ_Story_Activity,27
MW-23SF-7YW8-SG9K,"32","8",ALZ_P0405,46
MW-23SF-3879-UQVZ,"23","8",ALZ_P0607,24
MW-23SF-3879-UQVZ,"23","9",ALZ_Story_Activity,38
MW-23SF-7YW8-SG9K,"32","9",ALZ_Story_Activity,34
MW-23SF-3879-UQVZ,"23","10",ALZ_P0809,52
MW-23SF-7YW8-SG9K,"32","10",ALZ_P0607,86
MW-23SF-3879-UQVZ,"23","11",ALZ_Story_Activity,21
MW-23SF-3879-UQVZ,"23","12",ALZ_P1011,121
MW-23SF-7YW8-SG9K,"32","11",ALZ_Story_Activity,31
MW-23SF-7YW8-SG9K,"32","12",ALZ_P0809,167
MW-23SF-3879-UQVZ,"23","13",ALZ_Story_Activity,28
MW-23SF-3879-UQVZ,"23","14",ALZ_P1213,156
MW-23SF-7YW8-SG9K,"32","13",ALZ_Story_Activity,29
MW-23SF-7YW8-SG9K,"32","14",ALZ_P1011,125
MW-23SF-3879-UQVZ,"23","15",ALZ_Story_Activity,25
MW-23SF-3879-UQVZ,"23","16",ALZ_P1415,138
MW-23SF-7YW8-SG9K,"32","15",ALZ_Story_Activity,21
MW-23SF-7YW8-SG9K,"32","16",ALZ_P1011,44
MW-23SF-7YW8-SG9K,"32","17",ALZ_Story_Activity,28
MW-23SF-3879-UQVZ,"23","17",ALZ_Story_Activity,47
MW-23SF-7YW8-SG9K,"32","18",ALZ_P1213,61
MW-23SF-3879-UQVZ,"23","18",ALZ_P1617,95
MW-23SF-7YW8-SG9K,"32","19",ALZ_Story_Activity,23
MW-23SF-7YW8-SG9K,"32","20",ALZ_P1415,65
MW-23SF-3879-UQVZ,"23","19",ALZ_Story_Activity,50
MW-23SF-7YW8-SG9K,"32","21",ALZ_Story_Activity,31
MW-23SF-7YW8-SG9K,"32","22",ALZ_P1617,98
MW-23SF-3879-UQVZ,"23","20",ALZ_P1819,101
MW-23SF-7YW8-SG9K,"32","23",ALZ_Story_Activity,40
MW-23SF-3879-UQVZ,"23","21",ALZ_Story_Activity,27
MW-23SF-3879-UQVZ,"23","22",ALZ_P2021,132
MW-23SF-7YW8-SG9K,"32","24",ALZ_P1819,177
MW-23SF-3879-UQVZ,"23","23",ALZ_Story_Activity,85
MW-23SF-7YW8-SG9K,"32","25",ALZ_Story_Activity,28
MW-23SF-7YW8-SG9K,"32","26",ALZ_P2021,46
MW-23SF-3879-UQVZ,"23","24",ALZ_P2223,58
MW-23SF-7YW8-SG9K,"32","27",ALZ_Story_Activity,61
MW-23SF-3879-UQVZ,"23","25",ALZ_Story_Activity,27
MW-23SF-3879-UQVZ,"23","26",ALZ_P2425,47
MW-23SF-7YW8-SG9K,"32","28",ALZ_P2425,14
MW-23SF-7YW8-SG9K,"32","29",ALZ_Story_Activity,86
MW-23SF-3879-UQVZ,"23","27",ALZ_Story_Activity,59
MW-23SF-3879-UQVZ,"23","28",ALZ_P2627,108
MW-23SF-7YW8-SG9K,"32","30",ALZ_P3031,121
MW-23SF-3879-UQVZ,"23","29",ALZ_Story_Activity,33
MW-23SF-7YW8-SG9K,"32","31",ALZ_Story_Activity,25
MW-23SF-3879-UQVZ,"23","31",ALZ_Story_Activity,40
MW-23SF-3879-UQVZ,"23","32",ALZ_P2829,94
MW-23SF-3879-UQVZ,"23","33",ALZ_Story_Activity,22
MW-23SF-3879-UQVZ,"23","34",ALZ_P3031,55
MW-23SF-3879-UQVZ,"23","35",ALZ_Story_Activity,23
MW-23SF-3879-UQVZ,"23","36",ALZ_P3031,173
MW-23SF-3879-UQVZ,"23","37",ALZ_Story_Activity,12
MW-23SF-3879-UQVZ,"23","38",ALZ_P2627,19
MW-23SF-3879-UQVZ,"23","39",ALZ_Story_Activity,40
MW-23SF-3879-UQVZ,"23","40",ALZ_P1213,220
MW-23SF-3879-UQVZ,"23","41",ALZ_Story_Activity,2
MW-23SF-K6V9-AWQQ,"43","3",ALZ_Story_Activity,40
MW-23SF-K6V9-AWQQ,"43","4",ALZ_P0000,64
MW-23SF-K6V9-AWQQ,"43","5",ALZ_Story_Activity,55
MW-23SF-K6V9-AWQQ,"43","6",ALZ_P0001,280
MW-23SF-K6V9-AWQQ,"43","7",ALZ_Story_Activity,50
MW-23SF-K6V9-AWQQ,"43","8",ALZ_P0405,252
MW-23SF-K6V9-AWQQ,"43","9",ALZ_Story_Activity,64
MW-23SF-K6V9-AWQQ,"43","10",ALZ_P1011,3
MW-23SF-K6V9-AWQQ,"43","11",ALZ_Story_Activity,21
MW-23SF-K6V9-AWQQ,"43","12",ALZ_P0607,133
MW-23SF-K6V9-AWQQ,"43","13",ALZ_Story_Activity,8
MW-23SF-K6V9-AWQQ,"43","14",ALZ_P0607,21
MW-23SF-K6V9-AWQQ,"43","15",ALZ_Story_Activity,9
MW-23SF-K6V9-AWQQ,"43","16",ALZ_P0607,198
MW-23SF-K6V9-AWQQ,"43","17",ALZ_Story_Activity,1
MW-23SF-LNGP-S195,"856","3",ALZ_Story_Activity,225
MW-23SF-LNGP-S195,"856","4",ALZ_P1213,548
MW-23SF-LNGP-S195,"856","5",ALZ_Story_Activity,369
MW-23SF-LNGP-S195,"856","6",ALZ_P3031,12
MW-23SF-LNGP-S195,"856","7",ALZ_Story_Activity,0
MW-23SF-LNGP-S195,"857","3",ALZ_Story_Activity,22
MW-23SF-LNGP-S195,"857","4",ALZ_P0000,26
MW-23SF-LNGP-S195,"857","6",ALZ_P1213,199
MW-23SF-5877-HNVL,"46","3",ALZ_Story_Activity,17
MW-23SF-5877-HNVL,"46","4",ALZ_P0001,0
MW-23SF-5877-HNVL,"46","5",ALZ_Story_Activity,1
MW-23SF-5877-HNVL,"46","7",ALZ_Story_Activity,735
MW-23SF-3879-UQVZ,"24","3",ALZ_Story_Activity,101
MW-23SF-3879-UQVZ,"24","4",ALZ_P3031,22
MW-23SF-3879-UQVZ,"24","5",ALZ_Story_Activity,104
MW-23SF-5877-HNVL,"46","8",ALZ_P3031,69
MW-23SF-3879-UQVZ,"24","6",ALZ_P1011,59
MW-23SF-5877-HNVL,"46","9",ALZ_Story_Activity,109
MW-23SF-3879-UQVZ,"24","7",ALZ_Story_Activity,32
MW-23SF-3879-UQVZ,"24","8",ALZ_P1213,242
MW-23SF-3879-UQVZ,"24","9",ALZ_Story_Activity,3
MW-23SF-K6V9-AWQQ,"44","3",ALZ_Story_Activity,16
MW-23SF-K6V9-AWQQ,"44","4",ALZ_P3031,142
MW-23SF-3879-UQVZ,"26","3",ALZ_Story_Activity,70
MW-23SF-K6V9-AWQQ,"45","3",ALZ_Story_Activity,36
MW-23SF-K6V9-AWQQ,"45","4",ALZ_P0001,83
MW-23SF-K6V9-AWQQ,"45","5",ALZ_Story_Activity,29
MW-23SF-K6V9-AWQQ,"45","6",ALZ_P0203,169
MW-23SF-K6V9-AWQQ,"45","7",ALZ_Story_Activity,15
MW-23SF-K6V9-AWQQ,"45","8",ALZ_P0809,119
MW-23SF-K6V9-AWQQ,"45","9",ALZ_Story_Activity,12
MW-23SF-K6V9-AWQQ,"45","10",ALZ_P0001,64
MW-23SF-K6V9-AWQQ,"45","11",ALZ_Story_Activity,34
MW-23SF-K6V9-AWQQ,"45","12",ALZ_P0607,50
MW-23SF-K6V9-AWQQ,"45","13",ALZ_Story_Activity,15
MW-23SF-K6V9-AWQQ,"45","14",ALZ_P0607,22
MW-23SF-K6V9-AWQQ,"45","15",ALZ_Story_Activity,2
MW-23SF-K6V9-AWQQ,"47","3",ALZ_Story_Activity,31
MW-23SF-K6V9-AWQQ,"47","4",ALZ_P1011,48
MW-23SF-K6V9-AWQQ,"47","5",ALZ_Story_Activity,90
MW-23SF-K6V9-AWQQ,"47","6",ALZ_P2021,2
MW-23SF-K6V9-AWQQ,"47","7",ALZ_Story_Activity,22
MW-23SF-K6V9-AWQQ,"47","8",ALZ_P2425,2
MW-23SF-K6V9-AWQQ,"47","9",ALZ_Story_Activity,3
MW-23SF-LNGP-S195,"858","3",ALZ_Story_Activity,67
MW-23SF-LNGP-S195,"858","4",ALZ_P0203,110
MW-23SF-LNGP-S195,"858","5",ALZ_Story_Activity,32
MW-23SF-LNGP-S195,"858","6",ALZ_P0405,66
MW-23SF-LNGP-S195,"858","7",ALZ_Story_Activity,58
MW-23SF-LNGP-S195,"858","8",ALZ_P0607,259
MW-23SF-LNGP-S195,"858","9",ALZ_Story_Activity,67
MW-23SF-LNGP-S195,"858","10",ALZ_P0809,128
MW-23SF-LNGP-S195,"858","11",ALZ_Story_Activity,58
MW-23SF-LNGP-S195,"858","12",ALZ_P1213,161
MW-23SF-LNGP-S195,"858","13",ALZ_Story_Activity,55
MW-23SF-LNGP-S195,"858","14",ALZ_P1213,181
MW-23SF-LNGP-S195,"858","15",ALZ_Story_Activity,80
MW-23SF-LNGP-S195,"858","16",ALZ_P1617,112
MW-23SF-LNGP-S195,"858","17",ALZ_Story_Activity,76
MW-23SF-LNGP-S195,"858","18",ALZ_P1819,28
MW-23SF-LNGP-S195,"858","19",ALZ_Story_Activity,193
MW-23SF-LNGP-S195,"858","20",ALZ_P3031,2
MW-23SF-LNGP-S195,"858","21",ALZ_Story_Activity,1
MW-23SF-NJ99-HMWV,"51","3",ALZ_Story_Activity,26
MW-23SF-NJ99-HMWV,"51","4",ALZ_P1011,2
MW-23SF-NJ99-HMWV,"51","5",ALZ_Story_Activity,15
MW-23SF-M9JJ-TNVW,"76","3",ALZ_Story_Activity,9
MW-23SF-7YWN-U53Q,"71","11",ALZ_Story_Activity,346
MW-23SF-7YWN-U53Q,"71","15",ALZ_Story_Activity,99
MW-23SF-2J44-HJ79,"28","3",ALZ_Story_Activity,29
MW-23SF-2J44-HJ79,"28","4",ALZ_P0001,132
MW-23SF-2J44-HJ79,"28","5",ALZ_Story_Activity,25
MW-23SF-2J44-HJ79,"28","6",ALZ_P0203,209
MW-23SF-2J44-HJ79,"28","7",ALZ_Story_Activity,36
MW-23SF-2J44-HJ79,"28","8",ALZ_P0405,147
MW-23SF-2J44-HJ79,"28","9",ALZ_Story_Activity,30
MW-23SF-2J44-HJ79,"28","10",ALZ_P0607,100
MW-23SF-2J44-HJ79,"28","11",ALZ_Story_Activity,10
MW-23SF-8Q89-CZRX,"140","3",ALZ_Story_Activity,91
MW-23SF-WY3V-S4YY,"25","4",ALZ_P0405,15
MW-23SF-WY3V-S4YY,"25","5",ALZ_Story_Activity,573
MW-23SF-WY3V-S4YY,"25","6",ALZ_P3031,154
MW-23SF-WY3V-S4YY,"25","7",ALZ_Story_Activity,48
MW-23SF-WY3V-S4YY,"25","8",ALZ_P1617,18
MW-23SF-WY3V-S4YY,"25","9",ALZ_Story_Activity,6
MW-23SF-Z566-A7P8,"48","13",ALZ_Story_Activity,135
MW-23SF-Z566-A7P8,"48","14",ALZ_P3031,131
MW-23SF-Z566-A7P8,"48","15",ALZ_Story_Activity,16
MW-23SF-587W-A8N9,"29","3",ALZ_Story_Activity,26
MW-23SF-587W-A8N9,"29","4",ALZ_P0000,113
MW-23SF-587W-A8N9,"29","5",ALZ_Story_Activity,0
MW-23SF-M9JJ-TNVW,"80","3",ALZ_Story_Activity,34
MW-23SF-6N96-A6QV,"40","3",ALZ_Story_Activity,43
MW-23SF-P7MM-C8WM,"23","3",ALZ_Story_Activity,45
MW-23SF-P7MM-C8WM,"23","4",ALZ_P0203,69
MW-23SF-P7MM-C8WM,"23","5",ALZ_Story_Activity,39
MW-23SF-P7MM-C8WM,"23","6",ALZ_P2425,65
MW-23SF-P7MM-C8WM,"23","7",ALZ_Story_Activity,47
MW-23SF-P7MM-C8WM,"23","8",ALZ_P0405,107
MW-23SF-P7MM-C8WM,"23","9",ALZ_Story_Activity,27
MW-23SF-P7MM-C8WM,"23","10",ALZ_P0607,120
MW-23SF-P7MM-C8WM,"23","11",ALZ_Story_Activity,36
MW-23SF-P7MM-C8WM,"23","12",ALZ_P0809,84
MW-23SF-P7MM-C8WM,"23","13",ALZ_Story_Activity,44
MW-23SF-P7MM-C8WM,"23","14",ALZ_P1011,58
MW-23SF-P7MM-C8WM,"23","15",ALZ_Story_Activity,30
MW-23SF-P7MM-C8WM,"23","16",ALZ_P1213,82
MW-23SF-P7MM-C8WM,"23","17",ALZ_Story_Activity,47
MW-23SF-P7MM-C8WM,"23","18",ALZ_P1415,95
MW-23SF-P7MM-C8WM,"23","19",ALZ_Story_Activity,38
MW-23SF-P7MM-C8WM,"23","20",ALZ_P1617,40
MW-23SF-P7MM-C8WM,"23","21",ALZ_Story_Activity,53
MW-23SF-P7MM-C8WM,"23","22",ALZ_P1819,168
MW-23SF-P7MM-C8WM,"23","23",ALZ_Story_Activity,10
MW-23SF-5877-HJZ8,"22","3",ALZ_Story_Activity,63
MW-23SF-5877-HJZ8,"22","4",ALZ_P3031,70
MW-23SF-5877-HJZ8,"22","5",ALZ_Story_Activity,549
MW-23SF-5877-HJZ8,"22","6",ALZ_P3031,229
MW-23SF-5877-HJZ8,"22","7",ALZ_Story_Activity,56
MW-23SF-K6V9-AWQQ,"48","3",ALZ_Story_Activity,36
MW-23SF-K6V9-AWQQ,"48","4",ALZ_P0001,167
MW-23SF-K6V9-AWQQ,"48","5",ALZ_Story_Activity,0
MW-23SF-K6V9-AWQQ,"49","3",ALZ_Story_Activity,43
MW-23SF-K6V9-AWQQ,"49","5",ALZ_Story_Activity,66
MW-23SF-K6V9-AWQQ,"49","6",ALZ_P1819,2
MW-23SF-K6V9-AWQQ,"49","7",ALZ_Story_Activity,294
MW-23SF-K6V9-AWQQ,"49","8",ALZ_P3031,3
MW-23SF-K6V9-AWQQ,"49","9",ALZ_Story_Activity,263
MW-23SF-K6V9-AWQQ,"50","3",ALZ_Story_Activity,29
MW-23SF-K6V9-AWQQ,"50","4",ALZ_P3031,28
MW-23SF-K6V9-AWQQ,"50","5",ALZ_Story_Activity,0
MW-23SF-4LYV-FZ6L,"86","3",ALZ_Story_Activity,61
MW-23SF-4LYV-FZ6L,"86","4",ALZ_P3031,84
MW-23SF-4LYV-FZ6L,"86","5",ALZ_Story_Activity,0
MW-23SF-4LYV-FZ6L,"87","3",ALZ_Story_Activity,70
MW-23SF-4LYV-FZ6L,"87","4",ALZ_P3031,180
MW-23SF-4LYV-FZ6L,"87","5",ALZ_Story_Activity,149
MW-23SF-4LYV-FZ6L,"87","6",ALZ_P1819,3
MW-23SF-4LYV-FZ6L,"87","7",ALZ_Story_Activity,85
MW-23SF-4LYV-FZ6L,"87","8",ALZ_P1617,2
MW-23SF-4LYV-FZ6L,"87","9",ALZ_Story_Activity,163
MW-23SF-4LYV-FZ6L,"87","10",ALZ_P1011,3
MW-23SF-4LYV-FZ6L,"87","11",ALZ_Story_Activity,231
MW-23SF-LNGP-S195,"861","3",ALZ_Story_Activity,111
MW-23SF-LNGP-S195,"861","4",ALZ_P0203,60
MW-23SF-LNGP-S195,"861","6",ALZ_P0607,143
MW-23SF-LNGP-S195,"861","8",ALZ_P1213,258
MW-23SF-LNGP-S195,"861","10",ALZ_P1617,42
MW-23SF-LNGP-S195,"862","3",ALZ_Story_Activity,106
MW-23SF-LNGP-S195,"862","4",ALZ_P0405,43
MW-23SF-LNGP-S195,"862","6",ALZ_P0607,323
MW-23SF-LNGP-S195,"862","8",ALZ_P0809,116
MW-23SF-LNGP-S195,"862","10",ALZ_P1213,773
MW-23SF-VW22-CJG9,"19","3",ALZ_Story_Activity,49
MW-23SF-VW22-CJG9,"19","4",ALZ_P0001,53
MW-23SF-VW22-CJG9,"19","5",ALZ_Story_Activity,27
MW-23SF-VW22-CJG9,"19","6",ALZ_P0203,25
MW-23SF-VW22-CJG9,"19","7",ALZ_Story_Activity,198
MW-23SF-VW22-CJG9,"19","8",ALZ_P3031,78
MW-23SF-VW22-CJG9,"19","9",ALZ_Story_Activity,92
MW-23SF-VW22-CJG9,"19","10",ALZ_P3031,161
MW-23SF-VW22-CJG9,"19","11",ALZ_Story_Activity,0
MW-23SF-VW22-CJG9,"20","3",ALZ_Story_Activity,46
MW-23SF-VW22-CJG9,"20","4",ALZ_P2425,69
MW-23SF-VW22-CJG9,"20","5",ALZ_Story_Activity,36
MW-23SF-VW22-CJG9,"20","6",ALZ_P2627,22
MW-23SF-VW22-CJG9,"20","7",ALZ_Story_Activity,120
MW-23SF-VW22-CJG9,"20","8",ALZ_P3031,2
MW-23SF-VW22-CJG9,"20","9",ALZ_Story_Activity,38
MW-23SF-WY3V-SXM2,"29","3",ALZ_Story_Activity,34
MW-23SF-WY3V-SXM2,"29","4",ALZ_P0001,87
MW-23SF-WY3V-SXM2,"29","5",ALZ_Story_Activity,72
MW-23SF-WY3V-SXM2,"29","6",ALZ_P0001,9
MW-23SF-WY3V-SXM2,"29","7",ALZ_Story_Activity,42
MW-23SF-WY3V-SXM2,"29","8",ALZ_P0203,456
MW-23SF-2J4W-F2QV,"57","3",ALZ_Story_Activity,51
MW-23SF-WY3V-SXM2,"29","9",ALZ_Story_Activity,41
MW-23SF-2J4W-F2QV,"57","4",ALZ_P0000,65
MW-23SF-WY3V-SXM2,"29","10",ALZ_P0203,74
MW-23SF-2J4W-F2QV,"57","5",ALZ_Story_Activity,91
MW-23SF-WY3V-SXM2,"29","11",ALZ_Story_Activity,4
MW-23SF-2J4W-F2QV,"57","6",ALZ_P3031,186
MW-23SF-2J4W-F2QV,"57","7",ALZ_Story_Activity,94
MW-23SF-2J4W-F2QV,"57","8",ALZ_P2829,38
MW-23SF-2J4W-F2QV,"57","9",ALZ_Story_Activity,22
MW-23SF-2J4W-F2QV,"57","10",ALZ_P3031,119
MW-23SF-2J4W-F2QV,"57","11",ALZ_Story_Activity,36
MW-23SF-2J4W-F2QV,"57","12",ALZ_P1415,119
MW-23SF-2J4W-F2QV,"57","13",ALZ_Story_Activity,158
MW-23SF-2J4W-F2QV,"57","14",ALZ_P2425,90
MW-23SF-2J4W-F2QV,"57","15",ALZ_Story_Activity,102
MW-23SF-2J4W-F2QV,"57","16",ALZ_P2425,99
